,순위,영화명,개봉일,매출액,관객수,스크린수,배급사,coach,actor_main_name,actor_sub_name,actor_cameo_name,maker,only_gener,genre_one,year
0,1,명량,2014.7.30,"135,748,398,910",17613682,"1,587",씨제이이엔엠,김한민,"['최민식', '류승룡', '조진웅']","['김명곤', '진구', '이정현', '권율', '노민우', '이승준', '오타니료헤이', '박보검', '김원해', '이해영', '장준녕', '김길동', '김강일', '강태영', '김민석', '박노식', '최덕문', '조복래', '문영동', '이주실', '주석태', '고경표', '김태훈', '한이진', '신유람', '정원준']",,['빅스톤픽쳐스']," 사극, 액션 ",사극,2014
1,2,극한직업,2019.1.23,"139,647,979,516",16264944,"1,978",씨제이이엔엠,이병헌,"['류승룡', '이하늬', '진선규', '이동휘', '공명']","['양현민', '장진희', '오정세', '이중옥', '송영규', '신하균', '김의성', '김종수', '허준석']","['김강현', '김지영', '신신애']","['어바웃잇', '영화사 해그림 주식회사', '씨제이이엔엠']", 코미디 ,코미디,2019
2,3,신과함께-죄와 벌,2017.12.20,"115,698,654,137",14410754,"1,912",롯데쇼핑㈜롯데엔터테인먼트,김용화,"['하정우', '차태현', '주지훈', '김향기']","['김동욱', '오달수', '임원희', '도경수', '이준혁', '예수정', '장광', '정해균', '김수안', '정지훈', '마동석']","['이정재', '김해숙', '이경영', '김하늘']","['리얼라이즈픽쳐스', '덱스터스튜디오']"," 판타지, 드라마 ",판타지,2017
3,4,국제시장,2014.12.17,"110,913,469,630",14257115,966,씨제이이엔엠,윤제균,"['황정민', '김윤진', '오달수', '정진영']","['장영남', '라미란', '김슬기', '정영기', '맹세창', '박재우', '김재철']","['정윤호', '박영수']","['제이케이필름', '씨제이이엔엠']", 드라마 ,드라마,2014
4,5,베테랑,2015.8.5,"105,168,155,250",13414009,"1,064",씨제이이엔엠,류승완,"['황정민', '유아인', '유해진', '오달수']","['장윤주', '김시후', '오대환', '정웅인', '정만식', '송영창', '진경', '유인영', '박소담', '이동휘', '배성우', '천호진']",['김응수'],"['외유내강', '필름케이']"," 액션, 드라마 ",액션,2015
5,6,서울의 봄,2023.11.22,"127,924,472,553",13127637,"2,328",플러스엠 엔터테인먼트,김성수,"['황정민', '정우성', '이성민', '박해준', '김성균']","['김의성', '정동환', '안내상', '유성주', '최병모', '박훈', '이재윤', '김성오', '남윤호', '홍서준', '안세호', '정형석', '박정학', '박원상', '박민이', '염동헌', '전진기', '차래형', '공재민', '권혁', '한창현', '송영근', '전수지', '서광재', '임철형', '현봉식', '곽자형', '전운종', '이승희', '김기무', '문성복', '김옥주', '박정표', '곽진석', '한규원', '우미화', '차건우', '최원경']","['정만식', '정해인', '이준혁']",['하이브미디어코프'], 드라마 ,드라마,2023
6,7,괴물,2006.7.27,0,13019740,167,쇼박스,봉준호,"['송강호', '변희봉', '박해일', '배두나', '고아성']","['오달수', '박노식', '고수희', '윤제문', '김뢰하', '이재응', '이왕우']",,['영화사청어람']," SF, 가족, 드라마 ",SF,2006
7,8,도둑들,2012.7.25,"93,665,568,500",12983330,"1,072",쇼박스,최동훈,"['김윤석', '김혜수', '이정재', '전지현', '임달화', '김해숙', '오달수', '김수현', '이심결', '증국상']","['최덕문', '최진호', '예수정']",,['케이퍼필름']," 액션, 범죄 ",액션,2012
8,9,7번방의 선물,2013.1.23,"91,431,914,670",12811206,787,넥스트엔터테인먼트월드(NEW),이환경,"['류승룡', '박신혜', '갈소원', '오달수', '박원상', '김정태', '정만식', '김기천']","['조덕현)', '조재윤', '박길수']",,"['화인웍스', '씨엘엔터테인먼트']"," 코미디, 드라마 ",코미디,2013
9,10,암살,2015.7.22,"98,463,132,781",12705700,"1,519",쇼박스,최동훈,"['전지현', '이정재', '하정우']","['오달수', '조진웅', '이경영', '최덕문', '김의성', '박병은', '김홍파', '진경', '김인우', '심희섭', '허지원', '허정도', '정인겸']","['조승우', '김해숙']",['케이퍼필름']," 액션, 드라마 ",액션,2015
10,11,범죄도시2,2022.5.18,"131,295,679,478",12693175,"2,498","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",이상용,"['마동석', '손석구', '최귀화']","['박지환', '허동원', '하준', '정재광', '남문철', '박지영', '이주원', '음문석', '김찬형', '이규원', '전진오', '이다일', '김영성', '차우진']","['정인기', '윤병희']","['주식회사 빅펀치픽쳐스', '홍필름', '비에이엔터테인먼트']"," 범죄, 액션 ",범죄,2022
11,12,"광해, 왕이 된 남자",2012.9.13,"88,900,208,769",12319542,810,씨제이이엔엠,추창민,"['이병헌', '류승룡', '한효주', '장광', '김인권', '심은경', '김명곤']","['박지아', '이양희', '전국향']",,"['리얼라이즈픽쳐스', '씨제이이엔엠']"," 사극, 드라마 ",사극,2012
12,13,왕의 남자,2005.12.29,0,12302831,94,시네마서비스,이준익,"['감우성', '이준기', '유해진', '정진영']","['강성연', '이동수', '김주홍', '장항선', '정석용']",,"['씨네월드', '이글픽쳐스']", 드라마 ,드라마,2005
13,14,신과함께-인과 연,2018.8.1,"102,666,146,909",12274996,"2,235",롯데컬처웍스롯데엔터테인먼트,김용화,"['하정우', '주지훈', '김향기', '마동석', '김동욱']","['도경수', '이준혁', '정지훈', '김동욱', '조한철', '장광']",['이정재'],"['리얼라이즈픽쳐스', '덱스터스튜디오']"," 판타지, 드라마 ",판타지,2018
14,15,택시운전사,2017.8.2,"95,855,737,149",12186684,"1,906",쇼박스,장훈,"['송강호', '토마스크레취만)', '류준열']","['유해진', '박혁권', '최귀화', '이정은', '차순배', '이봉련', '류성현', '허정도']",,['더램프'], 드라마 ,드라마,2017
15,16,태극기 휘날리며,2004.2.5,0,11746135,110,"다자인소프트,쇼박스",강제규,"['장동건', '원빈', '이은주', '조원희', '이장욱', '임성택']","['공형진', '이영란', '정희준', '장민호']","['정호빈', '박동빈', '김해곤']",['강제규필름']," 전쟁, 드라마 ",전쟁,2004
16,17,부산행,2016.7.20,"93,178,283,048",11565479,"1,788",넥스트엔터테인먼트월드(NEW),연상호,"['공유', '정유미', '마동석', '김수안']","['최우식', '안소희', '김의성', '예수정', '박명신']",['허성우'],['영화사레드피터']," 액션, 스릴러 ",액션,2016
17,18,해운대,2009.7.22,"81,934,638,201",11453338,753,씨제이이엔엠,윤제균,"['설경구', '하지원', '박중훈', '엄정화']","['이민기', '강대규', '김원영', '김유빈', '신정원', '성유경', '박재홍', '나승현', '김재경', '장원준', '임동우', '김정곤', '정종원', '이지애', '최재섭', '장명갑', '지대한', '천보근', '강예원']",,['제이케이필름']," 액션, 드라마, 어드벤처 ",액션,2009
18,19,변호인,2013.12.18,"82,871,759,300",11374610,923,넥스트엔터테인먼트월드(NEW),양우석,"['송강호', '김영애', '오달수', '곽도원', '임시완']","['송영창', '정원중', '조민기', '이항나', '이성민', '차광수', '한기중', '심희섭', '김동현', '조완기', '차은재']","['류수영', '박수영']",['위더스필름'], 드라마 ,드라마,2013
19,20,실미도,2003.12.24,0,11081000,83,시네마서비스,강우석,"['설경구', '안성기', '허준호', '정재영', '임경호']","['임원희', '강성진', '강신일', '이도겸', '엄태웅', '김강우', '신성호', '박진수', '김봉식', '김진휘', '윤효석', '이경근', '조민준', '류제승']",,['시네마서비스'], 전쟁 ,전쟁,2003
20,21,파묘,2024.2.22,"105,793,676,208",10957317,"2,355",쇼박스,장재현,"['최민식', '김고은', '유해진', '이도현']","['김재철', '김민준', '김병오', '전진기', '박정자', '박지일', '이종구', '이영란', '정상철', '김지안', '김태준', '김서현', '송광자', '최문경']","['김선영', '이다윗']","['쇼박스', '엠씨엠씨']"," 미스터리, 공포(호러) ",미스터리,2024
21,22,범죄도시3,2023.5.31,"104,687,737,771",10682813,"2,582","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",이상용,"['마동석', '이준혁', '아오키무네타카', '마동석', '김병탁']","['이범수', '김민재', '이지훈', '김도건', '고규필', '전석호', '안세호', '한규원', '최우준', '최동구', '이세호', '이태규', '배누리', '최광제', '심영은', '김기호', '고건한', '신현용', '강윤', '홍준영', '류성현', '유인혁']","['쿠니무라준', '박지환']","['주식회사 빅펀치픽쳐스', '홍필름', '비에이엔터테인먼트']"," 범죄, 액션 ",범죄,2023
22,23,기생충,2019.5.30,"87,459,829,095",10313086,"1,948",씨제이이엔엠,봉준호,"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진', '박명훈']","['현승민', '정현준']",['박서준'],['바른손이앤에이'], 드라마 ,드라마,2019
23,24,검사외전,2016.2.3,"77,319,445,264",9707158,"1,812",쇼박스,이일형,"['황정민', '강동원']","['이성민', '박성웅', '김응수', '신소율', '주진모', '김원해', '김홍파', '김병옥', '박종환', '전배수', '박지환', '손종학', '김종수', '한재영', '박지환', '이석준', '이선주', '민무제']",,"['영화사 월광', '사나이픽처스']"," 범죄, 코미디 ",범죄,2016
24,25,엑시트,2019.7.31,"79,232,212,162",9426051,"1,660",씨제이이엔엠,이상근,"['조정석', '임윤아', '설도희', '최재영', '고두심', '김환영', '변건우', '황지현', '황효은']","['고두심', '박인환', '김지영', '강기영', '배유람', '유수빈', '정민성', '박성일', '신세휘', '김강훈', '김병순', '김종구', '강기영', '이봉련']","['배해선', '이동휘']","['외유내강', '필름케이']"," 코미디, 액션 ",코미디,2019
25,26,설국열차,2013.8.1,"67,010,077,500",9349991,"1,128",씨제이이엔엠,봉준호,"['크리스에반스', '송강호', '에드해리스', '존허트', '틸다스윈튼', '제이미벨', '옥타비아스펜서', '이완브렘너', '고아성', '알리슨필']",,,"['모호필름', '오퍼스픽쳐스']"," SF, 액션 ",SF,2013
26,27,관상,2013.9.11,"66,005,451,500",9134586,"1,190",쇼박스,한재림,"['송강호', '이정재', '백윤식', '조정석', '이종석', '김혜수']","['이도엽', '김의성']","['김강현', '김태우']","['주피터필름', '쇼박스']"," 사극, 드라마 ",사극,2013
27,28,해적: 바다로 간 산적,2014.8.6,"66,370,682,706",8666046,838,롯데쇼핑㈜롯데엔터테인먼트,이석훈,"['김남길', '손예진', '신정근']","['유해진', '이경영', '오달수', '김태우', '박철민', '김원해', '조달환', '조희봉', '정성화', '최진리', '이이경', '권성영', '김재학', '김한준', '안내상', '이대연']",,['하리마오픽쳐스'], 어드벤처 ,어드벤처,2014
28,29,수상한 그녀,2014.1.22,"62,696,639,249",8656397,692,씨제이이엔엠,황동혁,"['심은경', '나문희', '박인환', '성동일', '이진욱']","['김현숙', '황정민', '김슬기', '박형우', '진영', '김동희', '한지은', '정인기', '이상희', '하연주', '박혜진']","['김수현', '장광']","['예인플러스엔터테인먼트', '아이앤코스모스시네와이즈필름']", 드라마 ,드라마,2014
29,30,국가대표,2009.7.29,"60,896,633,308",8487894,580,쇼박스,김용화,"['하정우', '성동일', '김지석', '김동욱', '최재환', '이재응', '이은성', '심영']","['이한위', '이혜숙', '김지영', '쥬니', '황하나)']","['김용건', '김성주', '이금희', '박정수', '손범수']",['케이엠컬쳐']," 드라마, 액션, 코미디 ",드라마,2009
30,31,디워,2007.8.1,0,8426973,148,쇼박스,심형래,"['브룩스아만다', '베어제이슨']",,,['영구아트 -']," 액션, 판타지 ",액션,2007
31,32,백두산,2019.12.19,"69,825,366,300",8252669,"1,971","씨제이이엔엠,덱스터스튜디오",이해준,"['이병헌', '하정우', '마동석', '전혜진', '배수지']","['이상원', '옥자연', '한수현', '강신철', '이경영', '조한철', '최광일', '김시아', '임형국', '박주환', '남성준', '김민식', '박지홍', '서현우', '김준원', '남문철', '박성근']",['전도연'],"['주식회사 덱스터 픽쳐스', '퍼펙트스톰필름', '씨제이이엔엠']"," 어드벤처, 드라마 ",어드벤처,2019
32,33,과속스캔들,2008.12.3,"53,940,101,534",8245523,405,롯데쇼핑㈜롯데엔터테인먼트,강형철,"['차태현', '박보영', '왕석현']","['임지규', '황우슬혜', '정원중', '김기방']",,"['토일렛픽쳐스', '디씨지플러스']", 코미디 ,코미디,2008
33,34,웰컴 투 동막골,2005.8.4,0,8008622,114,쇼박스,박광현,"['신하균', '정재영', '강혜정', '리민']","['류덕환', '임하룡', '강남석', '손재영', '이다운', '서재경', '유승목', '심원철']",,"['필름있수다', '쇼박스']"," 전쟁, 드라마 ",전쟁,2005
34,35,공조,2017.1.18,"63,781,731,326",7817446,976,씨제이이엔엠,김성훈,"['현빈', '유해진', '김주혁', '장영남', '이해영', '임윤아', '이동휘']","['박형수', '공정환', '엄효섭', '신현빈']",,"['제이케이필름', '씨제이이엔엠', '영화사 이창', '에이치비엔터테인먼트']", 액션 ,액션,2017
35,36,히말라야,2015.12.16,"60,173,583,015",7759473,"1,009",씨제이이엔엠,이석훈,"['황정민', '정우']","['조성하', '김인권', '라미란', '김원해', '이해영', '전배수', '유선']","['정유미', '조달환']",['제이케이필름'], 드라마 ,드라마,2015
36,37,밀정,2016.9.7,"61,269,783,831",7500420,"1,444",워너브러더스 코리아,김지운,"['송강호', '공유']","['한지민', '츠루미신고', '엄태구', '신성록', '서영주', '정유안', '이수광', '고준', '최유화', '허성태', '김동영', '곽자형', '조영규']",['이병헌'],"['다크서클픽쳐스', '워너브러더스 코리아', '영화사하얼빈']", 액션 ,액션,2016
37,38,최종병기 활,2011.8.10,"55,827,861,500",7470633,615,롯데쇼핑㈜롯데엔터테인먼트,김한민,"['박해일', '류승룡', '김무열', '문채원']","['이한위', '김구택', '이경영', '박기웅', '이승준', '이재구', '박노식', '이다윗', '전민서', '오타니료헤이', '문영동']",['박명신'],"['디씨지플러스', '다세포클럽']"," 사극, 액션 ",사극,2011
38,39,써니,2011.5.4,"54,034,235,100",7362467,472,씨제이이엔엠,강형철,"['유호정', '심은경', '강소라', '고수희', '홍진희', '김민영', '김선경', '김보미', '이연경', '남보라', '민효린', '조민수']","['박진주', '박영서', '김예원', '천우희', '정원중', '김영옥', '김시후', '김혜옥']","['진희경', '정석용', '최명길', '이상아', '김보연', '박순천']","['알로하픽쳐스', '토일렛픽쳐스']"," 드라마, 코미디 ",드라마,2011
39,40,화려한 휴가,2007.7.25,0,7307993,116,씨제이이엔엠,김지훈,"['김상경', '안성기', '이요원', '이준기', '박철민']","['김하림', '김철기', '이정국', '손병호', '이얼', '엄효섭', '권태원']",,['기획시대'], 드라마 ,드라마,2007
40,41,한산: 용의 출현,2022.7.27,"73,700,628,377",7264934,"2,223",롯데컬처웍스롯데엔터테인먼트,김한민,"['박해일', '변요한', '안성기', '손현주', '김성규', '김성균', '김향기', '옥택연', '공명', '박지환', '조재윤', '김효주']","['윤제문', '박훈', '윤진영', '김강일', '박재민', '이서준', '김민재', '김재영', '김구택', '손경원', '안성봉', '이운산', '김영웅', '공정환', '배현성', '김대명', '정예훈', '김한민', '이준혁']","['김명곤', '문숙)']",['빅스톤픽쳐스']," 액션, 드라마 ",액션,2022
41,42,1987,2017.12.27,"58,165,581,145",7231638,"1,299",씨제이이엔엠,장준환,"['김윤석', '하정우', '유해진', '김태리', '이희준']","['박희순', '서현우', '박지환', '이화룡', '이창훈', '김수진', '박경혜', '현봉식', '김승훈', '김경덕']","['설경구', '여진구', '강동원', '문소리', '문성근', '정인기']",['우정필름'], 드라마 ,드라마,2017
42,43,베를린,2013.1.30,"52,354,931,637",7166199,894,씨제이이엔엠,류승완,"['하정우', '한석규', '류승범', '전지현']","['이경영', '최무성', '곽도원', '김서형', '백승익', '배정남']",,"['외유내강', '씨제이이엔엠']", 액션 ,액션,2013
43,44,마스터,2016.12.21,"58,067,927,865",7150541,"1,501",씨제이이엔엠,조의석,"['이병헌', '강동원', '김우빈']","['엄지원', '박해수', '오달수', '진경', '김정우', '우도환', '배정남', '조현철', '정원중', '주석태']",,['영화사 집']," 액션, 범죄 ",액션,2016
44,45,터널,2016.8.10,"57,529,484,417",7120508,"1,105",쇼박스,김성훈,"['하정우', '배두나', '오달수']","['김종수', '조현철']","['이동진', '배유람']","['어나더썬데이', '비에이엔터테인먼트']", 드라마 ,드라마,2016
45,46,내부자들,2015.11.19,"56,598,130,057",7072021,"1,075",쇼박스,우민호,"['이병헌', '조승우', '백윤식']","['이경영', '김홍파', '배성우', '조재윤', '김대명', '조우진', '이엘', '정만식', '김병옥', '김의성', '박진우', '남일우']",,['내부자들 문화전문회사']," 범죄, 드라마 ",범죄,2015
46,47,인천상륙작전,2016.7.27,"55,101,410,303",7049643,"1,049",씨제이이엔엠,이재한,"['이정재', '이범수', '리암니슨']","['진세연', '정준호', '박철민', '김병옥', '이창세', '박정원', '션리차드', '김희진', '진용욱', '성혁', '길금성']","['김선아', '김영애', '박성웅', '추성훈']",['태원엔터테인먼트']," 전쟁, 드라마 ",전쟁,2016
47,48,공조2: 인터내셔날,2022.9.7,"70,916,352,586",6982840,"2,389",씨제이이엔엠,이석훈,"['현빈', '유해진', '임윤아', '다니엘헤니', '진선규']","['장영남', '박훈', '임성재', '윤상화', '박민하', '전국환', '전배수', '이해영']","['김원해', '조달환']","['제이케이필름', '씨제이이엔엠']"," 액션, 코미디 ",액션,2022
48,49,럭키,2016.10.13,"56,444,461,256",6975290,"1,158",쇼박스,이계벽,"['유해진', '이준', '조윤희', '임지연']","['전혜빈', '이동휘', '고준', '차엽', '이성욱)', '정희태)', '김민상']",,['용필름'], 코미디 ,코미디,2016
49,50,은밀하게 위대하게,2013.6.5,"48,700,887,413",6959083,"1,341",쇼박스,장철수,"['김수현', '박기웅', '이현우', '손현주', '신정근']","['박혜숙', '김성균', '고창석', '장광', '홍경인', '이채영', '박은빈', '최우식', '이연경', '조영진']",['주현'],['엠씨엠씨']," 액션, 코미디, 드라마 ",액션,2013
50,51,곡성,2016.5.12,"55,863,520,382",6879908,"1,485",이십세기폭스코리아,나홍진,"['곽도원', '황정민', '쿠니무라준', '천우희', '김환희']","['허진', '장소연', '김도윤', '손강국', '전배수', '박성연']",,"['사이드미러', '이십세기폭스 인터내셔널 프로덕션 20']"," 미스터리, 스릴러, 드라마 ",미스터리,2016
51,52,범죄도시,2017.10.3,"56,318,014,149",6879841,"1,315","플러스엠 엔터테인먼트,키위미디어그룹",강윤성,"['마동석', '윤계상', '조재윤', '최귀화', '김성규']","['유지연', '진선규', '허동원', '박지환', '허성태', '홍기준', '하준']","['정인기', '윤주']","['홍필름', '비에이엔터테인먼트']"," 범죄, 액션 ",범죄,2017
52,53,타짜,2006.9.28,0,6847777,147,씨제이이엔엠,최동훈,"['조승우', '김혜수', '백윤식', '유해진', '이수경']","['김응수', '김상호', '김윤석', '주진모', '김정난', '조상건', '서동수', '백도빈', '김민경', '오정세', '장원영', '권태원']",,"['싸이더스', '영화사참']", 드라마 ,드라마,2006
53,54,"좋은 놈, 나쁜 놈, 이상한 놈",2008.7.17,"43,768,628,939",6686912,825,씨제이이엔엠,김지운,"['송강호', '이병헌', '정우성', '엄지원', '오일용']","['오달수', '김광일', '손병호', '이청아', '김선영', '성정훈', '송승현', '신상우', '조화성', '박광복', '송영창', '윤영우', '정성우', '양명헌', '윤제문', '류승수']",,"['다크서클픽쳐스', '바른손이앤에이']"," 서부극(웨스턴), 액션, 어드벤처 ",서부극(웨스턴),2008
54,55,늑대소년,2012.10.31,"46,593,107,500",6654837,706,씨제이이엔엠,조성희,"['송중기', '박보영']","['장영남', '유연석', '김향기', '장서이', '이영란', '유승목', '서동수', '남정희']",,['영화사비단길']," 멜로/로맨스, 드라마, 판타지 ",멜로/로맨스,2012
55,56,미녀는 괴로워,2006.12.14,0,6619498,93,쇼박스,김용화,"['김아중', '주진모']","['김현숙', '조아영', '이보라', '박노식', '이한위']","['이원종', '류승수', '김지석']","['리얼라이즈픽쳐스', '케이엠컬쳐']"," 멜로/로맨스, 코미디 ",멜로/로맨스,2006
56,57,군함도,2017.7.26,"50,510,565,168",6592151,"2,027",씨제이이엔엠,류승완,"['황정민', '소지섭', '송중기', '이정현', '김수안']","['이경영', '장성범', '백승철', '윤경호', '김인우']",['정만식'],"['외유내강', '필름케이']"," 액션, 드라마 ",액션,2017
57,58,아저씨,2010.8.4,"47,870,792,359",6282774,478,씨제이이엔엠,이정범,"['원빈', '김새론']","['김희원', '김성오', '김호연', '김효서', '조영아', '이상하', '남경읍', '송영창', '이종필', '김태훈']",,['오퍼스픽쳐스']," 액션, 드라마 ",액션,2010
58,59,사도,2015.9.16,"48,842,902,501",6246849,"1,210",쇼박스,이준익,"['송강호', '유아인', '문근영']","['전혜진', '김해숙', '박원상', '진지희', '박소담', '서예지', '김민규', '이대연', '최덕문', '정석용', '최민철', '조승연', '박명신']",,['타이거픽쳐스'], 사극 ,사극,2015
59,60,전우치,2009.12.23,"44,605,437,017",6136928,606,씨제이이엔엠,최동훈,"['강동원', '임수정', '김윤석', '유해진', '김시권', '주진모', '선우선']","['강동균', '정혜란', '손선영', '송진영', '김혜지', '신수현', '박용범', '박민규', '김조운', '박지희', '안성진', '노남석', '한연호', '김규연', '고준영', '박남희', '윤대원', '이석원', '이성두', '정영훈', '정우철', '박연수', '오준석', '정지인', '이우희', '이대로', '송영창', '김서현', '김상호', '이용녀', '공정환', '권태원', '김기천']","['염정아', '김효진']",['영화사 집']," 액션, 코미디, 판타지 ",액션,2009
60,61,투사부일체,2006.1.19,0,6105431,93,씨제이이엔엠,김동원,"['정준호', '정웅인', '김상중']","['박용식', '최윤영', '박은비', '나현주', '김동성', '고은영', '이배훈', '박기연', '김성근', '유인나', '이희석', '일호', '최선영', '박민애', '정다은', '최영미', '이송', '최영진', '김지헌', '이혁수', '이기열', '강성필', '한효주']","['임성민', '하동훈']",['시네마제니스'], 코미디 ,코미디,2006
61,62,연평해전,2015.6.24,"45,563,228,330",6043784,"1,013",넥스트엔터테인먼트월드(NEW),김학순,"['김무열', '진구', '이현우', '이완']","['이한종', '송재호', '박정학', '이철민', '장의수', '한이진', '천지유']","['이청아', '김희정']",['로제타시네마'], 드라마 ,드라마,2015
62,63,쉬리,1999.2.13,0,5820000,0,,강제규,"['한석규', '최민식', '송강호', '김윤진', '황정민', '김석주']","['윤주상', '박용우', '조덕현', '김수로', '손호균', '박은숙', '남명렬']",,['강제규필름']," 액션, 드라마, 멜로/로맨스, 미스터리 ",액션,1999
63,64,청년경찰,2017.8.9,"44,381,150,516",5653270,"1,102",롯데쇼핑㈜롯데엔터테인먼트,김주환,"['박서준', '강하늘', '성동일', '박하선']","['고준', '이호정']","['서정연', '정원중', '김강현', '최홍일']","['무비락', '도서관옆스튜디오', '베리굿스튜디오']", 액션 ,액션,2017
64,65,가문의 위기(가문의 영광2),2005.9.7,0,5635266,101,쇼박스,정용기,"['신현준', '김수미', '김원희', '정준하']","['최은주)', '임형준', '공형진', '탁재훈', '정호빈', '김해곤']",['김효진'],['태원엔터테인먼트'], 코미디 ,코미디,2005
65,66,숨바꼭질,2013.8.14,"39,602,987,500",5604104,779,넥스트엔터테인먼트월드(NEW),허정,"['손현주', '문정희', '전미선']","['김수안', '김원해', '노수산나', '정준원', '성유빈', '정민성']",,['드림캡쳐'], 스릴러 ,스릴러,2013
66,67,덕혜옹주,2016.8.3,"44,393,828,109",5599229,964,롯데쇼핑㈜롯데엔터테인먼트,허진호,"['손예진', '박해일']","['윤제문', '라미란', '정상훈', '박수영', '김소현', '박주미', '안내상', '김재욱', '금새록', '김승훈']","['김인우', '백윤식', '김대명', '고수', '김기천']","['하이브미디어코프', '영화사호필름', '디씨지플러스']"," 사극, 드라마 ",사극,2016
